stock_code,description,forecast_origin,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,uncertainty_ratio,abc_class,last_month_units,ma3_units,months_since_last_sale,product_age_months,status,run_id
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2011-11,2011-12,M2_gbm_poisson,51.837731,67.643713,product,18,1.645000,111.273908,164,1.304913,B,52,42.333333,1,24,Forecast,20260824T181001Z-27103c
21950,SET OF 6 DOTS CHOPSTICKS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
21955,DOORMAT UNION JACK GUNS AND ROSES,2011-11,2011-12,M2_gbm_poisson,41.405537,58.484497,product,18,1.645000,96.206997,138,1.412480,A,27,58.000000,1,24,Forecast,20260824T181001Z-27103c
21967,PACK OF 12 SKULL TISSUES,2011-11,2011-12,M2_gbm_poisson,148.592262,290.707913,product,18,1.645000,478.214516,627,1.956414,A,277,328.333333,1,24,Forecast,20260824T181001Z-27103c
21972,SET OF 36 DINOSAUR PAPER DOILIES,2011-11,2011-12,M2_gbm_poisson,48.688979,22.793725,product,18,1.645000,37.495678,87,0.468150,B,57,29.333333,1,24,Forecast,20260824T181001Z-27103c
21973,SET OF 36 MUSHROOM PAPER DOILIES,2011-11,2011-12,M2_gbm_poisson,17.045364,26.911632,product,18,1.645000,44.269634,62,1.578824,B,5,8.666667,1,24,Forecast,20260824T181001Z-27103c
21974,SET OF 36 PAISLEY FLOWER DOILIES,2011-11,2011-12,M2_gbm_poisson,157.485848,154.198223,product,18,1.645000,253.656078,412,0.979124,A,276,269.333333,1,24,Forecast,20260824T181001Z-27103c
21975,PACK OF 60 DINOSAUR CAKE CASES,2011-11,2011-12,M2_gbm_poisson,491.101403,455.276054,product,18,1.645000,748.929109,1241,0.927051,A,756,1040.333333,1,24,Forecast,20260824T181001Z-27103c
21976,PACK OF 60 MUSHROOM CAKE CASES,2011-11,2011-12,M2_gbm_poisson,256.617924,197.109960,product,18,1.645000,324.245884,581,0.768107,A,271,353.000000,1,24,Forecast,20260824T181001Z-27103c
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-11,2011-12,M2_gbm_poisson,980.448116,1057.831039,product,18,1.645000,1740.132059,2721,1.078926,A,1426,1700.000000,1,24,Forecast,20260824T181001Z-27103c
21980,PACK OF 12 RED RETROSPOT TISSUES,2011-11,2011-12,M2_gbm_poisson,259.378768,581.938726,product,18,1.645000,957.289205,1217,2.243587,A,326,622.000000,1,24,Forecast,20260824T181001Z-27103c
21981,PACK OF 12 WOODLAND TISSUES,2011-11,2011-12,M2_gbm_poisson,152.337288,298.017746,product,18,1.645000,490.239192,643,1.956302,A,252,329.333333,1,24,Forecast,20260824T181001Z-27103c
21982,PACK OF 12 SUKI TISSUES,2011-11,2011-12,M2_gbm_poisson,309.105551,664.400446,product,18,1.645000,1092.938733,1403,2.149429,A,924,552.000000,1,24,Forecast,20260824T181001Z-27103c
21983,PACK OF 12 BLUE PAISLEY TISSUES,2011-11,2011-12,M2_gbm_poisson,100.430039,74.447516,product,18,1.645000,122.466164,223,0.741287,B,177,240.000000,1,24,Forecast,20260824T181001Z-27103c
21984,PACK OF 12 PINK PAISLEY TISSUES,2011-11,2011-12,M2_gbm_poisson,141.503103,257.283718,product,18,1.645000,423.231717,565,1.818220,A,142,301.333333,1,24,Forecast,20260824T181001Z-27103c
21985,PACK OF 12 HEARTS DESIGN TISSUES,2011-11,2011-12,M2_gbm_poisson,299.867017,431.731029,product,18,1.645000,710.197543,1011,1.439742,A,500,639.666667,1,24,Forecast,20260824T181001Z-27103c
21986,PACK OF 12 PINK POLKADOT TISSUES,2011-11,2011-12,M2_gbm_poisson,117.240046,223.504114,product,18,1.645000,367.664268,485,1.906380,A,144,233.666667,1,24,Forecast,20260824T181001Z-27103c
21987,PACK OF 6 SKULL PAPER CUPS,2011-11,2011-12,M2_gbm_poisson,110.393331,147.151082,product,18,1.645000,242.063529,353,1.332971,B,381,235.333333,1,24,Forecast,20260824T181001Z-27103c
21988,PACK OF 6 SKULL PAPER PLATES,2011-11,2011-12,M2_gbm_poisson,117.481259,295.642628,product,18,1.645000,486.332124,604,2.516509,A,337,209.666667,1,24,Forecast,20260824T181001Z-27103c
21989,PACK OF 20 SKULL PAPER NAPKINS,2011-11,2011-12,M2_gbm_poisson,113.513989,131.191724,product,18,1.645000,215.810385,330,1.155732,A,193,177.000000,1,24,Forecast,20260824T181001Z-27103c
21990,MODERN FLORAL STATIONERY SET,2011-11,2011-12,M2_gbm_poisson,179.968731,80.213935,product,18,1.645000,131.951924,312,0.445710,B,342,250.666667,1,24,Forecast,20260824T181001Z-27103c
21991,BOHEMIAN COLLAGE STATIONERY SET,2011-11,2011-12,M2_gbm_poisson,70.140422,34.987407,product,18,1.645000,57.554284,128,0.498819,B,126,75.333333,1,24,Forecast,20260824T181001Z-27103c
21992,VINTAGE PAISLEY STATIONERY SET,2011-11,2011-12,M2_gbm_poisson,141.573280,74.667488,product,18,1.645000,122.828017,265,0.527412,A,153,277.333333,1,24,Forecast,20260824T181001Z-27103c
21993,FLORAL FOLK STATIONERY SET,2011-11,2011-12,M2_gbm_poisson,198.448945,77.837332,product,18,1.645000,128.042411,327,0.392229,B,435,277.333333,1,24,Forecast,20260824T181001Z-27103c
22016,Dotcomgiftshop Gift Voucher £100.00,2011-11,2011-12,M2_gbm_poisson,4.323304,7.836625,abc_group,3,1.645000,12.891247,18,1.812647,C,0,0.000000,4,4,Forecast,20260824T181001Z-27103c
22021,BLUE FELT EASTER EGG BASKET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
22023,EMPIRE BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,66.004122,88.458723,product,18,1.645000,145.514599,212,1.340200,B,129,91.000000,1,24,Forecast,20260824T181001Z-27103c
22024,RAINY LADIES BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,87.698010,64.217628,product,18,1.645000,105.637998,194,0.732259,B,203,201.333333,1,24,Forecast,20260824T181001Z-27103c
22025,RING OF ROSES BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,79.136712,66.976185,product,18,1.645000,110.175824,190,0.846335,B,109,145.000000,1,24,Forecast,20260824T181001Z-27103c
22026,BANQUET BIRTHDAY  CARD,2011-11,2011-12,M2_gbm_poisson,85.640996,97.124734,product,18,1.645000,159.770188,246,1.134092,B,143,135.666667,1,24,Forecast,20260824T181001Z-27103c
22027,TEA PARTY BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,213.405829,150.457498,product,18,1.645000,247.502584,461,0.705030,A,477,460.000000,1,24,Forecast,20260824T181001Z-27103c
22028,PENNY FARTHING BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,165.463256,175.390607,product,18,1.645000,288.517548,454,1.059997,B,406,303.000000,1,24,Forecast,20260824T181001Z-27103c
22029,SPACEBOY BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,312.744437,170.487755,product,18,1.645000,280.452357,594,0.545134,A,676,776.666667,1,24,Forecast,20260824T181001Z-27103c
22030,SWALLOWS GREETING CARD,2011-11,2011-12,M2_gbm_poisson,482.417388,394.961196,product,18,1.645000,649.711168,1133,0.818713,A,1010,421.666667,1,24,Forecast,20260824T181001Z-27103c
22031,BOTANICAL LAVENDER BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,47.259772,37.157347,product,18,1.645000,61.123836,109,0.786236,C,51,29.666667,1,24,Forecast,20260824T181001Z-27103c
22032,BOTANICAL LILY GREETING CARD,2011-11,2011-12,M2_gbm_poisson,50.962253,23.517073,product,18,1.645000,38.685585,90,0.461461,C,50,41.000000,1,24,Forecast,20260824T181001Z-27103c
22033,BOTANICAL ROSE GREETING CARD,2011-11,2011-12,M2_gbm_poisson,5.340326,31.007627,product,18,1.645000,51.007546,57,5.806317,C,1,0.333333,1,24,Forecast,20260824T181001Z-27103c
22034,ROBIN CHRISTMAS CARD,2011-11,2011-12,M2_gbm_poisson,6.596124,55.894651,product,13,1.645000,91.946702,99,8.473863,C,2,0.666667,1,24,Forecast,20260824T181001Z-27103c
22035,VINTAGE CARAVAN GREETING CARD,2011-11,2011-12,M2_gbm_poisson,13.593687,80.175633,product,18,1.645000,131.888916,146,5.898005,B,0,30.666667,2,24,Forecast,20260824T181001Z-27103c
22036,DINOSAUR BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
22037,ROBOT BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,192.661578,188.493573,product,18,1.645000,310.071928,503,0.978366,B,310,350.666667,1,24,Forecast,20260824T181001Z-27103c
22038,BOTANICAL LAVENDER GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,43.880783,47.285300,product,18,1.645000,77.784319,122,1.077586,C,50,41.666667,1,24,Forecast,20260824T181001Z-27103c
22039,BOTANICAL LILY GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,14.604870,52.420831,product,18,1.645000,86.232268,101,3.589271,C,0,58.333333,2,24,Forecast,20260824T181001Z-27103c
22040,BOTANICAL ROSE GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,52.232945,63.757629,product,18,1.645000,104.881300,158,1.220640,B,50,41.666667,1,24,Forecast,20260824T181001Z-27103c
22041,"RECORD FRAME 7"" SINGLE SIZE",2011-11,2011-12,M2_gbm_poisson,294.362795,157.093882,product,18,1.645000,258.419435,553,0.533674,A,644,493.333333,1,24,Forecast,20260824T181001Z-27103c
22042,CHRISTMAS CARD SINGING ANGEL,2011-11,2011-12,M2_gbm_poisson,53.466855,28.731572,product,18,1.645000,47.263437,101,0.537372,C,73,60.333333,1,24,Forecast,20260824T181001Z-27103c
22043,CHRISTMAS CARD SCREEN PRINT,2011-11,2011-12,M2_gbm_poisson,133.752328,42.964981,product,18,1.645000,70.677394,205,0.321228,C,434,348.000000,1,24,Forecast,20260824T181001Z-27103c
22044,CHRISTMAS CARD STACK OF PRESENTS,2011-11,2011-12,M2_gbm_poisson,57.700864,21.090713,product,17,1.645000,34.694224,93,0.365518,C,36,216.000000,1,24,Forecast,20260824T181001Z-27103c
22045,SPACEBOY GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,258.734853,268.893388,product,18,1.645000,442.329624,702,1.039262,A,875,816.666667,1,24,Forecast,20260824T181001Z-27103c
22046,TEA PARTY  WRAPPING PAPER,2011-11,2011-12,M2_gbm_poisson,94.160832,79.223282,product,18,1.645000,130.322299,225,0.841361,B,275,216.666667,1,24,Forecast,20260824T181001Z-27103c
22047,EMPIRE GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,148.743420,258.361927,product,18,1.645000,425.005370,574,1.736964,B,500,358.333333,1,24,Forecast,20260824T181001Z-27103c
22048,BIRTHDAY BANQUET GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,54.918540,103.988159,product,18,1.645000,171.060521,226,1.893498,B,75,83.333333,1,24,Forecast,20260824T181001Z-27103c
22049,WRAP CHRISTMAS SCREEN PRINT,2011-11,2011-12,M2_gbm_poisson,25.355406,172.252596,product,16,1.645000,283.355521,309,6.793526,C,0,225.000000,2,24,Forecast,20260824T181001Z-27103c
22050,PINK PAISLEY ROSE GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,64.999269,84.600691,product,18,1.645000,139.168137,205,1.301564,B,50,100.000000,1,24,Forecast,20260824T181001Z-27103c
22051,BLUE SCANDINAVIAN PAISLEY WRAP,2011-11,2011-12,M2_gbm_poisson,56.066977,63.684067,product,18,1.645000,104.760291,161,1.135857,B,125,75.000000,1,24,Forecast,20260824T181001Z-27103c
22052,VINTAGE CARAVAN GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,2.027923,70.045313,product,18,1.645000,115.224540,118,34.540423,B,0,0.000000,5,24,Forecast,20260824T181001Z-27103c
22053,EMPIRE DESIGN ROSETTE,2011-11,2011-12,M2_gbm_poisson,21.448798,17.312625,product,18,1.645000,28.479268,50,0.807161,A,11,10.333333,1,24,Forecast,20260824T181001Z-27103c
22054,MINI CAKE STAND HANGING HEARTS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
22055,MINI CAKE STAND  HANGING STRAWBERY,2011-11,2011-12,M2_gbm_poisson,56.944416,90.920664,product,18,1.645000,149.564493,207,1.596656,A,82,81.333333,1,24,Forecast,20260824T181001Z-27103c
22056,CERAMIC PLATE LOVE HEART DESIGN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
22057,CERAMIC PLATE STRAWBERRY DESIGN,2011-11,2011-12,M2_gbm_poisson,56.590310,50.546955,product,18,1.645000,83.149741,140,0.893209,A,67,37.000000,1,24,Forecast,20260824T181001Z-27103c
22058,CERAMIC LOVE HEARTS DESIGN MUG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
22059,CERAMIC STRAWBERRY DESIGN MUG,2011-11,2011-12,M2_gbm_poisson,68.718897,47.423875,product,18,1.645000,78.012275,147,0.690114,A,135,65.666667,1,24,Forecast,20260824T181001Z-27103c
22060,LARGE CAKE STAND HANGING HEARTS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
22061,LARGE CAKE STAND  HANGING STRAWBERY,2011-11,2011-12,M2_gbm_poisson,41.827200,42.125789,product,18,1.645000,69.296923,112,1.007139,A,45,24.333333,1,24,Forecast,20260824T181001Z-27103c
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,2011-11,2011-12,M2_gbm_poisson,16.432073,63.532239,product,18,1.645000,104.510534,121,3.866356,B,0,34.666667,2,24,Forecast,20260824T181001Z-27103c
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-11,2011-12,M2_gbm_poisson,35.791575,33.515994,product,18,1.645000,55.133810,91,0.936421,A,26,14.666667,1,24,Forecast,20260824T181001Z-27103c
22064,PINK DOUGHNUT TRINKET POT,2011-11,2011-12,M2_gbm_poisson,96.390379,73.744431,product,18,1.645000,121.309589,218,0.765060,A,232,122.000000,1,24,Forecast,20260824T181001Z-27103c
22065,CHRISTMAS PUDDING TRINKET POT,2011-11,2011-12,M2_gbm_poisson,796.731173,188.102047,product,18,1.645000,309.427868,1107,0.236092,B,1804,1984.333333,1,24,Forecast,20260824T181001Z-27103c
22066,LOVE HEART TRINKET POT,2011-11,2011-12,M2_gbm_poisson,122.078138,73.137390,product,18,1.645000,120.311007,243,0.599103,B,401,273.666667,1,24,Forecast,20260824T181001Z-27103c
22067,CHOC TRUFFLE GOLD TRINKET POT,2011-11,2011-12,M2_gbm_poisson,46.292997,35.864384,product,18,1.645000,58.996911,106,0.774726,B,52,30.000000,1,24,Forecast,20260824T181001Z-27103c
22068,BLACK PIRATE TREASURE CHEST,2011-11,2011-12,M2_gbm_poisson,54.802773,39.664566,product,18,1.645000,65.248211,121,0.723769,B,56,54.000000,1,24,Forecast,20260824T181001Z-27103c
22069,BROWN  PIRATE TREASURE CHEST,2011-11,2011-12,M2_gbm_poisson,60.588110,27.589027,product,18,1.645000,45.383949,106,0.455354,B,75,46.000000,1,24,Forecast,20260824T181001Z-27103c
22070,SMALL RED RETROSPOT MUG IN BOX,2011-11,2011-12,M2_gbm_poisson,221.490727,31.454208,product,18,1.645000,51.742173,274,0.142011,A,529,213.666667,1,24,Forecast,20260824T181001Z-27103c
22071,SMALL WHITE RETROSPOT MUG IN BOX,2011-11,2011-12,M2_gbm_poisson,187.211968,16.066357,product,18,1.645000,26.429158,214,0.085819,A,507,200.333333,1,24,Forecast,20260824T181001Z-27103c
22072,RED RETROSPOT TEA CUP AND SAUCER,2011-11,2011-12,M2_gbm_poisson,46.278985,36.752496,product,18,1.645000,60.457855,107,0.794151,A,40,31.333333,1,24,Forecast,20260824T181001Z-27103c
22073,RED RETROSPOT STORAGE JAR,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
22074,6 RIBBONS SHIMMERING PINKS,2011-11,2011-12,M2_gbm_poisson,65.760123,36.680307,product,18,1.645000,60.339105,127,0.557790,B,79,75.000000,1,24,Forecast,20260824T181001Z-27103c
22075,6 RIBBONS ELEGANT CHRISTMAS,2011-11,2011-12,M2_gbm_poisson,159.825959,78.635709,product,18,1.645000,129.355741,290,0.492008,B,343,229.000000,1,24,Forecast,20260824T181001Z-27103c
22076,6 RIBBONS EMPIRE,2011-11,2011-12,M2_gbm_poisson,88.841610,37.641977,product,18,1.645000,61.921051,151,0.423698,B,152,135.000000,1,24,Forecast,20260824T181001Z-27103c
22077,6 RIBBONS RUSTIC CHARM,2011-11,2011-12,M2_gbm_poisson,675.377014,418.968536,product,18,1.645000,689.203242,1365,0.620348,A,1177,1166.333333,1,24,Forecast,20260824T181001Z-27103c
22078,RIBBON REEL LACE DESIGN,2011-11,2011-12,M2_gbm_poisson,101.956960,138.157287,product,18,1.645000,227.268737,330,1.355055,A,213,161.666667,1,24,Forecast,20260824T181001Z-27103c
22079,RIBBON REEL HEARTS DESIGN,2011-11,2011-12,M2_gbm_poisson,110.090944,107.169953,product,18,1.645000,176.294572,287,0.973467,A,172,195.333333,1,24,Forecast,20260824T181001Z-27103c
22080,RIBBON REEL SPOTS DESIGN,2011-11,2011-12,M2_gbm_poisson,117.773449,34.093954,product,18,1.645000,56.084554,174,0.289488,A,215,203.666667,1,24,Forecast,20260824T181001Z-27103c
22081,RIBBON REEL FLORA + FAUNA,2011-11,2011-12,M2_gbm_poisson,60.177386,38.658512,product,18,1.645000,63.593252,124,0.642409,B,69,77.000000,1,24,Forecast,20260824T181001Z-27103c
22082,RIBBON REEL STRIPES DESIGN,2011-11,2011-12,M2_gbm_poisson,184.848953,110.415242,product,18,1.645000,181.633073,367,0.597327,A,394,324.000000,1,24,Forecast,20260824T181001Z-27103c
22083,PAPER CHAIN KIT RETROSPOT,2011-11,2011-12,M2_gbm_poisson,294.936358,105.471877,product,18,1.645000,173.501237,469,0.357609,A,653,462.000000,1,24,Forecast,20260824T181001Z-27103c
22084,PAPER CHAIN KIT EMPIRE,2011-11,2011-12,M2_gbm_poisson,9.835420,248.019655,product,18,1.645000,407.992333,418,25.216986,A,0,3.666667,3,24,Forecast,20260824T181001Z-27103c
22085,PAPER CHAIN KIT SKULLS,2011-11,2011-12,M2_gbm_poisson,39.833386,48.333190,product,18,1.645000,79.508098,120,1.213384,A,28,32.333333,1,24,Forecast,20260824T181001Z-27103c
22086,PAPER CHAIN KIT 50'S CHRISTMAS,2011-11,2011-12,M2_gbm_poisson,2000.727483,550.412371,product,18,1.645000,905.428351,2907,0.275106,A,7898,4475.666667,1,24,Forecast,20260824T181001Z-27103c
22087,PAPER BUNTING WHITE LACE,2011-11,2011-12,M2_gbm_poisson,360.376591,542.564512,product,18,1.645000,892.518622,1253,1.505549,A,580,193.333333,1,24,Forecast,20260824T181001Z-27103c
22088,PAPER BUNTING COLOURED LACE,2011-11,2011-12,M2_gbm_poisson,2.946980,143.458542,product,18,1.645000,235.989301,239,48.679845,A,0,0.000000,5,24,Forecast,20260824T181001Z-27103c
22089,PAPER BUNTING VINTAGE PAISLEY,2011-11,2011-12,M2_gbm_poisson,66.034633,98.399596,product,18,1.645000,161.867335,228,1.490121,A,111,76.666667,1,24,Forecast,20260824T181001Z-27103c
22090,PAPER BUNTING RETROSPOT,2011-11,2011-12,M2_gbm_poisson,329.967507,332.671024,product,18,1.645000,547.243835,878,1.008193,A,327,313.666667,1,24,Forecast,20260824T181001Z-27103c
22091,EMPIRE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,194.578442,104.688099,product,18,1.645000,172.211922,367,0.538025,B,338,377.333333,1,24,Forecast,20260824T181001Z-27103c
22092,BLUE PAISLEY TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,69.812956,55.378385,product,18,1.645000,91.097443,161,0.793239,C,155,130.000000,1,24,Forecast,20260824T181001Z-27103c
22093,MOTORING TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,174.712098,42.465610,product,18,1.645000,69.855928,245,0.243060,C,287,349.333333,1,24,Forecast,20260824T181001Z-27103c
22094,RED RETROSPOT TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,221.648535,103.369012,product,18,1.645000,170.042025,392,0.466365,B,525,422.000000,1,24,Forecast,20260824T181001Z-27103c
22095,LADS ONLY TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,176.854098,98.604096,product,18,1.645000,162.203737,340,0.557545,B,409,258.666667,1,24,Forecast,20260824T181001Z-27103c
22096,PINK PAISLEY SQUARE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,85.822886,12.802528,product,18,1.645000,21.060158,107,0.149174,C,168,306.666667,1,24,Forecast,20260824T181001Z-27103c
22097,SWALLOW SQUARE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,137.400341,53.839933,product,18,1.645000,88.566690,226,0.391847,C,147,256.666667,1,24,Forecast,20260824T181001Z-27103c
22098,BOUDOIR SQUARE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,149.076488,61.585163,product,18,1.645000,101.307593,251,0.413111,B,226,435.333333,1,24,Forecast,20260824T181001Z-27103c
22099,CARAVAN SQUARE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,116.093262,61.966888,product,18,1.645000,101.935531,219,0.533768,B,124,245.666667,1,24,Forecast,20260824T181001Z-27103c
22100,SKULLS SQUARE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,69.183624,32.853520,product,18,1.645000,54.044040,124,0.474874,C,195,117.000000,1,24,Forecast,20260824T181001Z-27103c
22101,MIRROR MOSAIC VOTIVE HOLDER,2011-11,2011-12,M2_gbm_poisson,75.539489,32.990242,product,18,1.645000,54.268948,130,0.436728,B,102,287.666667,1,24,Forecast,20260824T181001Z-27103c
22102,MIRROR MOSAIC T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,42.546602,16.156693,product,18,1.645000,26.577760,70,0.379741,C,22,510.000000,1,24,Forecast,20260824T181001Z-27103c
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2011-11,2011-12,M2_gbm_poisson,26.771621,50.375094,product,18,1.645000,82.867029,110,1.881660,B,0,330.666667,2,24,Forecast,20260824T181001Z-27103c
22104,MIRROR MOSAIC CANDLE PLATE,2011-11,2011-12,M2_gbm_poisson,40.399336,26.339376,product,18,1.645000,43.328273,84,0.651975,C,22,29.333333,1,24,Forecast,20260824T181001Z-27103c
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,2011-11,2011-12,M2_gbm_poisson,36.153219,13.970693,product,18,1.645000,22.981789,60,0.386430,C,4,166.333333,1,24,Forecast,20260824T181001Z-27103c
22106,MIRROR MOSAIC HURRICANE LAMP,2011-11,2011-12,M2_gbm_poisson,28.701794,5.113704,product,18,1.645000,8.412043,38,0.178167,B,14,91.000000,1,23,Forecast,20260824T181001Z-27103c
22107,PIZZA PLATE IN BOX,2011-11,2011-12,M2_gbm_poisson,90.976238,14.072905,product,18,1.645000,23.149928,115,0.154688,A,162,96.333333,1,24,Forecast,20260824T181001Z-27103c
22108,PING! MICROWAVE PLATE,2011-11,2011-12,M2_gbm_poisson,34.180296,21.334053,product,18,1.645000,35.094517,70,0.624162,C,27,16.000000,1,24,Forecast,20260824T181001Z-27103c
22109,FULL ENGLISH BREAKFAST PLATE,2011-11,2011-12,M2_gbm_poisson,108.883805,73.059471,product,18,1.645000,120.182830,230,0.670986,A,248,176.666667,1,24,Forecast,20260824T181001Z-27103c
22110,BIRD HOUSE HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,123.706631,53.056709,product,18,1.645000,87.278287,211,0.428891,A,277,162.666667,1,24,Forecast,20260824T181001Z-27103c
22111,SCOTTIE DOG HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,637.590825,233.296343,product,18,1.645000,383.772484,1022,0.365903,A,982,837.000000,1,24,Forecast,20260824T181001Z-27103c
22112,CHOCOLATE HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,817.691406,228.889619,product,18,1.645000,376.523423,1195,0.279922,A,1600,1063.666667,1,24,Forecast,20260824T181001Z-27103c
22113,GREY HEART HOT WATER BOTTLE,2011-11,2011-12,M2_gbm_poisson,349.406724,89.279953,product,15,1.645000,146.865523,497,0.255519,A,681,563.000000,1,24,Forecast,20260824T181001Z-27103c
22114,HOT WATER BOTTLE TEA AND SYMPATHY,2011-11,2011-12,M2_gbm_poisson,870.503277,351.446746,product,18,1.645000,578.129896,1449,0.403728,A,1815,1276.333333,1,24,Forecast,20260824T181001Z-27103c
22115,METAL SIGN EMPIRE TEA,2011-11,2011-12,M2_gbm_poisson,133.706357,35.270337,product,18,1.645000,58.019705,192,0.263790,A,204,233.333333,1,24,Forecast,20260824T181001Z-27103c
