stock_code,selling_months,mean_price,std_price,price_cv
84219,3,2.3227,0.1998,0.0860
84226,8,0.8237,0.0742,0.0901
84227,4,0.4200,0.0000,0.0000
84228,10,0.5506,0.1922,0.3491
84231,8,0.6945,0.0640,0.0921
84247C,4,2.9500,0.0000,0.0000
84247E,13,2.8331,0.1870,0.0660
84247G,20,0.4291,0.0254,0.0592
84247H,7,2.5079,0.6313,0.2517
84247J,1,1.2780,0.0000,
84247K,17,3.0691,0.3747,0.1221
84247L,16,0.4674,0.1027,0.2197
84247N,20,2.7670,0.4626,0.1672
84249A,17,0.5952,0.2029,0.3410
84249D,9,0.4217,0.0051,0.0122
84250M,7,0.7643,0.2312,0.3025
84251B,17,0.2519,0.1062,0.4215
84251C,17,0.3923,0.2770,0.7060
84251F,10,0.2653,0.0638,0.2407
84251G,22,0.3777,0.2360,0.6248
84251J,5,0.5652,0.1601,0.2833
84255A,2,2.1000,0.0000,0.0000
84255B,4,4.5067,2.4403,0.5415
84270,13,0.2114,0.0084,0.0395
84279B,12,3.9768,0.3914,0.0984
84279P,25,4.1519,0.4424,0.1066
84288B,7,1.9500,0.0000,0.0000
84292,6,10.9650,7.3852,0.6735
84292B,4,7.2125,1.4750,0.2045
84306,11,12.1318,3.6407,0.3001
84311,1,1.6500,0.0000,
84313A,9,6.0181,2.8067,0.4664
84313B,17,7.3394,4.5936,0.6259
84313C,17,5.2497,3.7660,0.7174
84327A,9,1.9877,0.1473,0.0741
84340,1,3.1314,0.0000,
84341B,15,0.7309,0.4289,0.5868
84347,24,3.3082,1.2638,0.3820
84352,14,17.1426,1.0672,0.0623
84356,24,6.0668,1.6242,0.2677
84358,18,12.2179,5.7307,0.4690
84360,21,5.9140,0.9617,0.1626
84366,2,3.7500,0.0000,0.0000
84367,6,2.0269,0.8466,0.4177
84371,2,13.7548,9.9988,0.7269
84375,25,2.0977,0.1704,0.0812
84378,25,1.3431,0.1088,0.0810
84380,25,1.3679,0.1522,0.1113
84387A,1,1.9500,0.0000,
84388,7,1.4700,0.4762,0.3240
84396,3,2.4480,0.1561,0.0638
84402B,2,1.8700,1.5274,0.8168
84402D,4,1.0418,0.2630,0.2524
84405A,11,12.8349,3.2265,0.2514
84406B,25,3.5123,0.5643,0.1607
84414B,3,17.9733,11.5660,0.6435
84415A,4,3.1250,1.2500,0.4000
84415B,7,3.3929,0.9449,0.2785
84422,19,0.9800,0.4154,0.4239
84424A,5,3.7500,0.0000,0.0000
84425A,4,4.2536,0.0071,0.0017
84427B,3,4.2500,0.0000,0.0000
84429A,20,3.7818,1.2617,0.3336
84437A,4,0.8663,0.0327,0.0377
84447,3,1.0287,0.1580,0.1536
84450A,3,0.4417,0.0375,0.0850
84450B,5,0.6436,0.1618,0.2513
84452,9,1.0186,0.2735,0.2685
84454,5,1.0277,0.3551,0.3455
84455,4,0.8900,0.0478,0.0537
84456,6,0.9067,0.1388,0.1531
84457,12,1.0447,0.2934,0.2809
84458,3,0.8500,0.0000,0.0000
84459A,22,1.8693,0.4632,0.2478
84459B,17,1.8290,0.4915,0.2687
84461,7,2.5550,0.0133,0.0052
84462,6,1.2265,0.0575,0.0469
84464,2,2.3041,0.3478,0.1509
84465,8,2.9940,0.1243,0.0415
84466,11,1.1817,0.1062,0.0898
84467,7,30.6196,9.4586,0.3089
84469,4,6.9422,3.0233,0.4355
84472,6,45.2816,5.8928,0.1301
84482,10,3.8527,0.1792,0.0465
84493,4,1.3161,1.4248,1.0826
84497,14,3.9722,0.5377,0.1354
84499,13,0.9967,0.2632,0.2640
84507B,21,2.7160,0.8223,0.3028
84507C,21,2.5853,0.6121,0.2368
84508A,22,2.2460,0.2042,0.0909
84508B,23,2.8527,0.6122,0.2146
84508C,21,3.0649,0.9756,0.3183
84509A,25,4.3034,0.6767,0.1573
84509B,25,3.9401,0.4291,0.1089
84509C,25,5.1021,1.2525,0.2455
84509E,16,4.1596,2.3414,0.5629
84509F,12,3.6519,0.9869,0.2703
84509G,24,3.4004,0.9828,0.2890
84510A,25,1.4052,0.1227,0.0873
84510B,9,1.3737,0.3033,0.2208
84510C,25,1.7111,0.3797,0.2219
84510E,22,1.9441,0.7176,0.3691
84510F,10,1.2021,0.3253,0.2706
84519A,25,2.5349,0.9754,0.3848
84519B,25,2.5953,1.1253,0.4336
84520B,16,0.9109,0.0969,0.1064
84520D,3,1.0613,0.2858,0.2693
84522,17,1.8720,0.1494,0.0798
84526,12,2.0445,0.2832,0.1385
84527,13,2.2682,0.8483,0.3740
84529A,5,7.1913,2.0459,0.2845
84529B,3,5.9033,1.4665,0.2484
84529C,6,5.7893,1.0598,0.1831
84531A,13,1.9577,0.9451,0.4827
84531B,14,1.9043,0.8757,0.4599
84532B,4,7.4521,1.0105,0.1356
84533B,4,6.5134,0.7596,0.1166
84534B,14,0.9732,0.1004,0.1032
84535A,6,0.6632,0.1215,0.1832
84535B,25,0.6952,0.0933,0.1342
84536A,25,0.4574,0.0312,0.0682
84536B,25,0.4792,0.0772,0.1611
84537B,4,0.4200,0.0000,0.0000
84539,9,1.6500,0.0000,0.0000
84546,3,1.6500,0.0000,0.0000
84548,9,1.6500,0.0000,0.0000
84549,12,2.2675,0.7949,0.3506
84550,5,1.6500,0.0000,0.0000
84551,6,1.6500,0.0000,0.0000
84555A,5,2.8762,0.1651,0.0574
84558A,24,3.0472,0.3387,0.1111
84559A,25,0.9649,0.1649,0.1709
84559B,24,0.9385,0.1314,0.1400
84559D,10,0.8712,0.0534,0.0613
84562A,13,8.3909,0.8997,0.1072
84562B,2,10.6590,3.8311,0.3594
84563A,18,7.0032,2.7612,0.3943
84563B,16,6.3170,2.8800,0.4559
84564,6,8.0594,0.2679,0.0332
84567,1,1.6500,0.0000,
84568,25,0.2622,0.0861,0.3286
84569A,24,1.3077,0.2801,0.2142
84569B,16,1.2940,0.0899,0.0695
84569C,13,1.4058,0.1713,0.1219
84569D,25,1.4675,0.4417,0.3010
84570B,2,4.9500,0.0000,0.0000
84572,1,8.4900,0.0000,
84575A,10,5.5500,1.2649,0.2279
84575B,3,5.9500,0.0000,0.0000
84576,12,5.6232,3.0115,0.5356
84578,5,3.8348,0.0594,0.0155
84580,25,3.8201,0.0667,0.0175
84581,25,3.8129,0.0962,0.0252
84582,4,4.2500,0.0000,0.0000
84584,19,2.7636,0.7203,0.2606
84586L,2,2.9500,0.0000,0.0000
84592,19,3.2865,0.6864,0.2089
84593,5,2.9500,0.0000,0.0000
84595B,7,2.8717,1.0958,0.3816
84595E,19,3.2798,1.6384,0.4995
84596B,25,0.9396,0.4076,0.4338
84596E,17,1.2083,0.3235,0.2678
84596F,25,0.9453,0.4017,0.4250
84596G,25,0.9834,0.4601,0.4679
84596I,3,1.6186,0.7758,0.4793
84596J,18,1.2506,0.4950,0.3958
84596K,12,1.2674,0.1218,0.0961
84596L,22,1.0817,0.5279,0.4880
84597B,13,1.3419,0.3716,0.2770
84597C,18,1.2994,0.3160,0.2432
84598,25,0.3003,0.1039,0.3461
84599,4,9.9950,4.0900,0.4092
84600,21,9.5249,2.9015,0.3046
84601A,8,3.0072,0.8651,0.2877
84608,2,7.9500,0.0000,0.0000
84609,18,10.8924,3.6285,0.3331
84611B,4,5.9500,0.0000,0.0000
84612B,3,2.5500,0.0000,0.0000
84613A,9,4.6500,0.0000,0.0000
84613C,8,4.5505,0.2814,0.0618
84614A,9,7.4848,2.5687,0.3432
84614C,1,5.9500,0.0000,
84615,5,6.4496,3.1496,0.4883
84616,14,31.5436,9.5434,0.3025
84617,6,12.7500,0.0000,0.0000
84619,4,32.8142,18.5895,0.5665
84620,13,6.3973,1.4195,0.2219
84621,5,8.9576,1.7713,0.1977
84622,3,6.3000,0.6062,0.0962
84623,4,7.5667,3.1945,0.4222
84625A,23,1.7669,1.4514,0.8215
84625B,4,1.4819,0.3960,0.2672
84625C,20,1.8488,1.3055,0.7062
84625D,12,1.4342,0.7452,0.5196
84626,1,45.9500,0.0000,
84627,8,5.9500,0.0000,0.0000
84629,6,19.1167,6.9402,0.3630
84630,1,7.9500,0.0000,
84631,15,9.4231,3.5578,0.3776
84632,7,58.5214,3.7796,0.0646
84637,21,6.8372,2.7645,0.4043
84638,20,7.9849,3.0761,0.3852
84648,1,12.7500,0.0000,
84653,3,51.5044,12.3983,0.2407
84656,6,5.9500,0.0000,0.0000
84657,5,4.4977,2.0131,0.4476
84658,21,6.8679,1.0400,0.1514
84659A,24,2.5295,0.1233,0.0488
84660A,17,3.9392,2.6564,0.6743
84660B,20,3.6632,2.2977,0.6272
84660C,21,4.6790,2.3140,0.4946
84661A,18,3.1884,1.4792,0.4639
84661B,19,3.2982,1.4301,0.4336
84661C,12,3.1022,1.7275,0.5569
84663A,21,4.8449,2.0187,0.4167
84664,8,4.9500,0.0000,0.0000
84665,17,6.0807,0.5390,0.0886
84666,10,3.9500,0.0000,0.0000
84670,12,0.4151,0.0227,0.0547
84671B,2,2.7612,0.1223,0.0443
84673A,21,0.6856,0.1162,0.1695
84673B,24,0.9050,0.3000,0.3315
84674,25,3.0379,0.8537,0.2810
84675,13,3.2825,0.8647,0.2634
84676,9,2.8492,0.4232,0.1485
84678,16,2.2004,0.5775,0.2624
84679,3,9.9500,8.7178,0.8762
84680,7,6.2704,2.1320,0.3400
84682,10,2.6130,0.8675,0.3320
84683,15,1.1757,0.3731,0.3174
84684,6,2.3827,1.1700,0.4910
84685,16,4.7805,1.3905,0.2909
84686,16,5.3753,2.3634,0.4397
84687,21,7.0796,2.6018,0.3675
84688,17,4.8043,1.3061,0.2719
84689,14,5.6783,2.5282,0.4452
84690,7,7.9500,0.0000,0.0000
84691,15,0.8018,0.0740,0.0923
84692,25,0.5030,0.0948,0.1885
84705A,5,4.6500,0.0000,0.0000
84705B,1,1.3969,0.0000,
84705C,6,2.8926,1.7721,0.6126
84705D,6,4.4227,0.2090,0.0473
84705F,3,4.6500,0.0000,0.0000
84706A,3,4.4373,3.9149,0.8823
84706B,3,9.2203,0.4681,0.0508
84706C,2,2.0900,0.1980,0.0947
84706D,11,4.9208,5.4405,1.1056
84706F,11,6.7682,3.0271,0.4473
84707A,22,12.1026,4.3674,0.3609
84707B,18,8.9082,2.1202,0.2380
84708B,22,5.3173,1.2044,0.2265
84709A,6,5.9500,0.0000,0.0000
84709B,18,5.8865,0.2285,0.0388
84711A,16,10.3190,2.7675,0.2682
84711B,18,9.3506,1.0710,0.1145
84712B,21,7.8305,0.1798,0.0230
84715,15,3.3890,1.0527,0.3106
84720,1,4.2014,0.0000,
84721,1,4.3900,0.0000,
84723,9,6.6167,2.6458,0.3999
84725,13,2.2657,1.4316,0.6318
84726,3,1.7367,0.1501,0.0864
84731,3,1.2300,0.7275,0.5914
84732B,6,1.2300,0.6507,0.5290
84732D,4,1.0200,0.7275,0.7132
84741C,12,1.9808,0.0566,0.0286
84743C,3,1.2500,0.0000,0.0000
84744,16,1.2575,0.0300,0.0239
84745A,10,0.4200,0.0000,0.0000
84745B,12,0.4200,0.0000,0.0000
84746,7,3.4317,0.5530,0.1612
84748,20,4.1414,2.0729,0.5005
84750A,9,2.6408,0.9352,0.3541
84750B,16,1.9886,0.5721,0.2877
84751B,11,3.4809,0.8925,0.2564
84753A,3,0.9271,0.1336,0.1441
84754,18,1.6775,0.5905,0.3520
84755,25,0.6415,0.0538,0.0838
84757,2,14.9500,0.0000,0.0000
84760L,1,1.6000,0.0000,
84760S,17,1.7814,0.5910,0.3318
84761,10,2.8208,0.2971,0.1053
84762A,7,9.4573,1.1282,0.1193
84762B,8,8.5831,1.3856,0.1614
84762C,6,8.0323,1.3136,0.1635
84763,18,1.2923,0.0944,0.0730
84765,3,15.5811,4.9036,0.3147
84766,13,4.9737,1.6892,0.3396
84767,3,6.0149,2.0275,0.3371
84770,3,7.6167,4.0415,0.5306
84773,12,2.9500,0.0000,0.0000
84782A,6,10.8788,3.3949,0.3121
84782B,5,12.7500,0.0000,0.0000
84782C,8,10.1975,3.8465,0.3772
84789,19,3.6741,0.5958,0.1622
84791,8,3.2396,0.2747,0.0848
84792,25,4.6273,0.4649,0.1005
84795A,8,8.0514,0.4807,0.0597
84795B,21,9.1875,2.0968,0.2282
84795C,10,8.2652,0.8495,0.1028
84795D,8,8.0542,0.4510,0.0560
84795E,5,7.9500,0.0000,0.0000
84796A,18,10.6946,4.3615,0.4078
84796B,19,11.5693,5.3066,0.4587
84797A,6,14.3635,10.1603,0.7074
84797B,5,10.9243,5.6040,0.5130
84798A,8,2.4960,0.1527,0.0612
84798B,6,2.1935,0.6771,0.3087
84798C,2,2.5500,0.0000,0.0000
84799,16,1.0163,0.3672,0.3613
84800L,17,1.7722,0.4709,0.2657
84800M,14,1.5191,0.2974,0.1958
84800S,11,1.1443,0.2371,0.2072
84801A,12,2.0287,0.2470,0.1218
84801B,13,2.0066,0.3367,0.1678
84802A,12,1.6900,0.0000,0.0000
84802B,10,1.5750,0.3637,0.2309
84803A,10,1.6900,0.0000,0.0000
84803B,6,1.6900,0.0000,0.0000
84804A,13,2.6069,0.8379,0.3214
84804B,12,2.3979,0.9993,0.4167
84805A,6,2.8550,1.3915,0.4874
84805B,7,2.4543,1.4015,0.5710
84806A,14,1.3007,0.3795,0.2918
84806B,16,1.3369,0.2899,0.2169
84807,4,1.4548,0.4705,0.3234
84809A,13,2.0009,0.2700,0.1349
84809B,6,1.8917,0.5103,0.2698
84813,21,12.0583,5.0305,0.4172
84814A,1,1.9500,0.0000,
84814B,1,1.9500,0.0000,
84815,7,4.2525,1.5209,0.3577
84816,15,39.2833,1.7593,0.0448
84817,22,1.8140,0.6235,0.3437
84818,23,2.0713,0.7858,0.3794
84819,23,3.7704,1.3000,0.3448
84820,21,5.7737,2.3940,0.4146
84821,23,0.8032,0.3081,0.3836
84823,7,26.2357,17.1047,0.6520
84824,11,17.2461,3.6349,0.2108
84826,21,0.7309,0.2420,0.3311
84827,14,0.5556,0.1944,0.3499
84828,25,1.4433,0.2911,0.2017
84830,4,14.3793,3.2241,0.2242
84832,25,0.9154,0.0627,0.0685
84836,25,1.2429,0.0466,0.0375
84837,9,12.8321,0.7693,0.0600
84838,2,7.2500,1.7678,0.2438
84839,11,6.1543,0.7941,0.1290
84840,10,9.3750,2.6738,0.2852
84842,15,3.9592,2.0466,0.5169
84843,25,6.6791,1.4445,0.2163
84845A,1,1.2500,0.0000,
84845C,7,1.2500,0.0000,0.0000
84845D,5,1.2500,0.0000,0.0000
84846A,16,2.2451,0.2249,0.1002
84847,19,3.7543,1.3809,0.3678
84849A,23,1.9013,0.3701,0.1947
84849B,20,1.7252,0.1108,0.0642
84849D,24,1.7149,0.0870,0.0507
84854,12,5.8336,1.1212,0.1922
84855,5,5.1967,0.5516,0.1061
84856L,14,7.6990,2.2104,0.2871
84856S,9,4.9794,1.7346,0.3484
84857A,2,8.5000,0.0000,0.0000
84857B,1,1.9500,0.0000,
84857C,8,6.2934,5.3943,0.8571
84858A,5,6.2460,3.8680,0.6193
84858B,3,2.8339,2.6988,0.9523
84858C,13,5.2164,3.1481,0.6035
84859A,20,4.4218,2.9183,0.6600
84859B,12,2.7386,1.6517,0.6031
84859C,13,3.1503,1.9570,0.6212
84864A,3,8.4550,2.9531,0.3493
84865,17,9.3122,3.2867,0.3530
84867A,3,9.0371,3.9297,0.4348
84867B,1,13.5700,0.0000,
84868A,1,6.9500,0.0000,
84868B,3,6.9500,0.0000,0.0000
84869,5,2.6778,1.0815,0.4039
84870B,16,4.0794,1.1221,0.2751
84870C,14,3.8563,0.6472,0.1678
84872A,17,11.8265,1.9956,0.1687
84873A,11,13.2328,2.9486,0.2228
84874B,17,1.6476,0.0066,0.0040
84875A,7,3.7500,0.0000,0.0000
84875B,11,2.5425,1.9779,0.7779
84875D,11,1.7146,1.0068,0.5872
84876B,12,2.1082,1.8685,0.8863
84876C,3,3.7500,0.0000,0.0000
84876D,16,2.8020,1.7709,0.6320
84877A,9,3.1524,1.0663,0.3383
84877B,16,2.3971,1.1511,0.4802
84877D,16,2.9645,0.8649,0.2918
84879,25,1.6336,0.0507,0.0310
84880,25,6.5204,1.2344,0.1893
84881,14,6.5060,0.4029,0.0619
84882,20,4.8317,1.5104,0.3126
84884A,25,4.2545,0.6802,0.1599
84886,4,9.9500,0.0000,0.0000
84891B,4,7.9500,0.0000,0.0000
84893,4,5.7000,0.5000,0.0877
84898F,13,2.1683,0.1919,0.0885
84899E,6,1.4807,0.2546,0.1719
84899F,12,1.6898,0.3814,0.2257
84901,11,3.8064,0.0646,0.0170
84902,8,3.8135,0.1262,0.0331
84905,16,5.1989,1.8392,0.3538
84906,12,5.4244,1.6935,0.3122
84907,15,6.5281,2.1769,0.3335
84908A,10,6.0163,2.0669,0.3435
84908B,9,5.5085,1.3373,0.2428
84909A,4,30.0312,18.4071,0.6129
84910A,16,5.8736,1.8213,0.3101
84912A,22,3.6248,0.4402,0.1214
84912B,23,3.6428,0.9252,0.2540
84913A,22,3.9501,0.8703,0.2203
84913B,23,4.4531,1.6840,0.3782
84914A,2,25.9500,0.0000,0.0000
84915,16,4.2021,1.4331,0.3410
84916,16,4.6572,1.3660,0.2933
84917,14,4.8828,2.4229,0.4962
84918,10,5.9027,1.3700,0.2321
84919,16,7.0404,2.7627,0.3924
84920,22,4.2615,0.9694,0.2275
84921,11,3.7500,0.0000,0.0000
84922,10,4.4808,1.0948,0.2443
84923,22,4.4858,0.9718,0.2166
84924A,21,4.5298,1.1340,0.2503
84924D,11,3.7017,2.1442,0.5793
84924F,5,2.8235,3.4214,1.2118
84925A,4,2.4231,0.4818,0.1988
84925C,5,2.5500,0.0000,0.0000
84925D,14,2.3727,0.4760,0.2006
84925E,2,2.1250,0.6010,0.2828
84925F,15,2.2284,0.7795,0.3498
84926A,20,1.2175,0.7561,0.6210
84926B,4,1.2500,0.0000,0.0000
84926C,6,1.3059,0.0868,0.0665
84926D,19,1.0793,0.7647,0.7085
84926E,19,0.9767,0.5779,0.5917
84926F,18,1.1595,0.7074,0.6101
84927A,17,2.1457,1.2971,0.6045
84927D,14,2.1542,1.3496,0.6265
84927E,13,1.7971,0.9745,0.5423
84927F,21,2.1036,1.2714,0.6044
84929,21,0.4607,0.1549,0.3362
84931A,24,2.7551,0.5474,0.1987
84931B,25,2.8877,0.9136,0.3164
84932A,7,4.0000,3.0861,0.7715
84932B,5,3.3391,2.8871,0.8646
84932C,7,2.3488,0.6237,0.2655
84932D,5,2.8222,1.6386,0.5806
84933A,3,4.9545,4.3409,0.8761
84933B,2,2.4019,0.4270,0.1778
84933C,2,2.4048,0.3091,0.1285
84934,5,0.8540,0.0090,0.0105
84937,6,2.1997,0.2393,0.1088
84942,2,1.6900,0.0000,0.0000
84944,19,4.1673,1.9478,0.4674
84945,24,1.2847,2.0810,1.6199
84946,25,1.3239,0.0980,0.0740
84947,25,1.1937,0.0616,0.0516
84948,6,1.6694,0.0347,0.0208
84949,25,1.6235,0.1026,0.0632
84950,25,0.8067,0.3049,0.3779
84951A,25,2.4854,1.5415,0.6202
84951B,23,2.4916,1.5416,0.6187
84952A,14,3.9174,1.7349,0.4429
84952B,16,3.7194,2.2102,0.5942
84952C,13,3.1693,1.8800,0.5932
84962,2,59.9500,0.0000,0.0000
84963A,8,40.7125,13.4130,0.3295
84963B,5,41.8400,15.1987,0.3633
84964A,2,45.0000,21.2132,0.4714
84964B,2,45.0000,21.2132,0.4714
84965A,3,40.0000,17.3205,0.4330
84965B,3,43.0288,15.3837,0.3575
84966A,4,25.4875,16.7387,0.6567
84966B,4,16.0000,4.6188,0.2887
84966C,2,12.0000,0.0000,0.0000
84967A,3,58.3000,37.4989,0.6432
84967B,7,61.7771,23.1826,0.3753
84967C,4,67.4625,24.9750,0.3702
84968A,25,13.5670,2.1576,0.1590
84968B,13,14.7058,3.5762,0.2432
84968C,24,14.6150,2.3607,0.1615
84968D,22,14.3866,3.6018,0.2504
84968E,23,13.8408,2.6099,0.1886
84968F,24,14.0135,2.5071,0.1789
84969,25,4.5184,0.5861,0.1297
84970L,25,1.0544,0.1781,0.1689
84970S,25,0.8713,0.0869,0.0997
84971L,6,1.4626,0.4942,0.3379
84971S,25,0.8608,0.0966,0.1122
84972L,4,3.9500,0.0000,0.0000
84974,21,9.9280,0.1007,0.0101
84975,13,1.6626,0.0664,0.0399
84976,23,1.9509,0.9475,0.4857
84977,13,1.2571,0.0180,0.0143
84978,25,1.3009,0.1222,0.0939
84984A,10,4.0417,1.4697,0.3636
84984B,10,4.2700,1.0685,0.2502
84984C,6,5.2345,2.6055,0.4978
84984D,9,4.8898,2.0917,0.4278
84985A,16,1.5855,0.1213,0.0765
84985B,5,1.8321,0.6519,0.3558
84986B,11,1.4857,0.0460,0.0310
84987,25,1.4989,0.1229,0.0820
84988,25,1.5917,0.1253,0.0787
84989A,25,1.0175,0.6288,0.6180
84989B,9,0.5295,0.0463,0.0875
84990,14,0.5104,0.0499,0.0977
84991,25,0.5112,0.0353,0.0691
84992,25,0.5025,0.0326,0.0649
84993A,25,0.4853,0.0694,0.1431
84993B,18,0.4366,0.0358,0.0819
84997A,24,3.9996,0.3833,0.0958
84997B,25,4.0750,0.4453,0.1093
84997C,25,4.0689,0.5665,0.1392
84997D,24,3.9926,0.4094,0.1025
85006,13,2.3964,1.0880,0.4540
85007,4,3.0215,1.2052,0.3989
85008,16,4.4233,1.3895,0.3141
85014A,25,5.8350,0.8533,0.1462
85014B,25,5.8365,0.8438,0.1446
85014C,7,5.8236,1.0229,0.1757
85014D,4,4.5127,1.3127,0.2909
85015,25,1.6898,0.9073,0.5369
85016,18,1.9041,0.8224,0.4319
85017A,14,0.8026,0.1070,0.1334
85017B,24,0.7114,0.1678,0.2359
85017C,17,0.7544,0.1703,0.2257
85018A,6,4.2500,0.0000,0.0000
85018B,6,4.2500,0.0000,0.0000
85018C,3,3.9726,0.4805,0.1210
85018D,10,2.2743,0.5821,0.2560
85019A,20,2.4297,1.7776,0.7316
85019B,17,1.9840,1.2964,0.6534
85019C,14,2.3442,1.4910,0.6360
85020,21,2.3146,0.4527,0.1956
85023A,5,2.5500,0.0000,0.0000
85023B,18,2.5007,0.1436,0.0574
85023C,6,2.5500,0.0000,0.0000
85024A,1,1.6500,0.0000,
85024B,15,1.6377,0.0477,0.0291
85024C,16,1.6500,0.0000,0.0000
85025B,24,2.1064,0.5759,0.2734
85025C,21,1.9124,0.3561,0.1862
85026B,18,1.0437,0.3378,0.3236
85027L,12,5.9813,2.9097,0.4865
85028L,9,5.8717,3.9176,0.6672
85028S,10,3.7299,1.7750,0.4759
85030,12,5.9724,2.9220,0.4892
85031A,15,3.2721,1.5653,0.4784
85031B,13,2.9632,1.4364,0.4848
85031C,13,2.9700,1.3541,0.4559
85032A,22,1.6778,1.0075,0.6005
85032B,22,1.6683,0.8684,0.5206
85032C,23,1.7690,0.9123,0.5157
85032D,15,1.4616,0.6418,0.4391
85033G,3,1.1197,0.8136,0.7266
85033S,4,0.8469,0.3938,0.4650
85034A,23,4.4143,1.2331,0.2794
85034B,19,3.9113,1.6637,0.4254
85034C,22,4.0101,1.6989,0.4236
85035A,22,4.3025,0.7495,0.1742
85035B,22,4.6253,1.8589,0.4019
85035C,22,3.8354,1.1846,0.3089
85036A,23,4.3060,0.8687,0.2017
85036B,21,3.6041,1.1212,0.3111
85036C,23,3.7898,0.9805,0.2587
85038,25,2.1460,0.1433,0.0668
85039A,25,1.8332,0.5694,0.3106
85039B,25,1.5887,0.3035,0.1911
85039C,22,1.7860,0.7705,0.4314
85040A,25,1.8642,0.2444,0.1311
85040B,17,1.6457,0.1098,0.0667
85041,8,1.5433,0.2069,0.1341
85042,12,4.6315,0.1848,0.0399
85043,1,4.9500,0.0000,
85044,7,5.9429,2.3195,0.3903
85045,12,4.8832,0.3277,0.0671
85047,13,6.4095,0.3081,0.0481
85048,21,9.1624,2.9148,0.3181
85049A,25,1.4591,0.3432,0.2352
85049B,16,1.4072,0.4118,0.2927
85049C,24,1.2682,0.0414,0.0326
85049D,22,1.2631,0.0306,0.0242
85049E,25,1.3839,0.1810,0.1308
85049F,22,1.2561,0.0300,0.0239
85049G,24,1.3045,0.1077,0.0826
85049H,25,1.1552,0.2087,0.1807
85050,1,2.1000,0.0000,
85053,21,2.2423,0.3578,0.1596
85054,24,3.1218,0.5990,0.1919
85055,14,4.1598,0.5997,0.1442
85059,25,4.0515,0.7704,0.1901
85060,8,1.2306,0.1049,0.0852
85061W,25,0.9003,0.0919,0.1020
85062,25,1.6648,0.0944,0.0567
85063,12,17.9103,1.4210,0.0793
85064,11,5.3622,0.7644,0.1425
85065,11,12.2355,0.8665,0.0708
85066,25,12.7433,0.9787,0.0768
85067,14,18.3597,2.3308,0.1269
85068,9,7.4043,0.8224,0.1111
85069,1,16.9500,0.0000,
85070,2,111.2500,19.4454,0.1748
85071A,24,1.5298,1.1985,0.7835
85071B,24,1.1208,1.1588,1.0339
85071C,23,1.8537,1.4919,0.8048
85071D,23,1.9142,1.4738,0.7699
85072,1,0.5500,0.0000,
85077,1,5.9500,0.0000,
85078,22,1.4495,1.8584,1.2821
85079,1,1.4022,0.0000,
85080,5,0.4735,0.1197,0.2529
85081,5,0.4462,0.0586,0.1313
85083,1,2.5500,0.0000,
85084,6,0.9811,0.1991,0.2030
85086A,19,0.9766,0.2091,0.2141
85087,22,3.7498,1.3307,0.3549
85088,21,2.1585,0.1940,0.0899
85089,11,3.1222,0.2673,0.0856
85090,11,5.2747,0.6651,0.1261
85091,8,6.1190,3.0006,0.4904
85092,8,3.1957,1.1876,0.3716
85093,22,1.2047,0.6231,0.5172
85094,21,0.9820,0.6984,0.7112
85095,13,2.4284,1.2605,0.5191
85096,19,4.1959,1.0124,0.2413
85097B,7,3.9311,0.3936,0.1001
85098B,12,4.0415,0.5264,0.1303
85099B,25,1.8836,0.0913,0.0485
85099C,25,1.9508,0.1484,0.0761
85099F,25,1.8655,0.0709,0.0380
85103,18,7.9099,2.4199,0.3059
85104,20,3.1513,0.8994,0.2854
85106,18,2.5801,0.7673,0.2974
85107,21,2.5074,0.8343,0.3327
85109,10,0.5900,0.3693,0.6260
85110,10,0.6170,0.6402,1.0376
85111,21,0.8295,0.7493,0.9033
85112,3,1.1271,0.2128,0.1888
85113,6,2.2692,0.4595,0.2025
85114A,20,1.9883,0.5238,0.2634
85114B,25,2.0134,0.4598,0.2284
85114C,25,2.0850,0.4974,0.2386
85115B,2,6.2700,2.8567,0.4556
85116,23,1.3675,0.4035,0.2951
85117,6,2.0704,0.6605,0.3190
85118,14,0.8310,0.5822,0.7005
85119,11,1.7909,0.5469,0.3053
85121B,7,10.3014,1.9059,0.1850
85121C,10,9.4884,1.2810,0.1350
85123A,25,2.7668,0.0760,0.0275
85123B,1,6.0400,0.0000,
85124A,11,2.7941,0.3488,0.1248
85124B,24,2.7830,0.3523,0.1266
85124C,22,2.8153,0.5746,0.2041
85125,19,5.5451,1.8193,0.3281
85126,13,7.4559,2.1373,0.2867
85127,23,6.8286,1.9037,0.2788
85128,2,1.9750,1.2374,0.6266
85129A,9,1.2863,0.0551,0.0428
85129B,23,1.6571,0.5577,0.3365
85129C,20,1.4736,0.4356,0.2956
85129D,24,1.6221,0.3783,0.2332
85130A,16,1.7728,0.3938,0.2221
85130B,20,1.7725,0.8393,0.4735
85130C,19,1.4126,0.4388,0.3106
85130D,25,1.5681,0.4586,0.2925
85131A,21,1.0591,0.3285,0.3101
85131B,21,1.0242,0.5408,0.5280
85131C,19,0.9937,0.4242,0.4269
85131D,22,0.9547,0.3736,0.3914
85132A,18,7.5610,3.1540,0.4171
85132B,16,7.0971,3.9086,0.5507
85132C,22,6.6820,3.6001,0.5388
85135A,14,7.9873,0.0824,0.0103
85135B,19,8.0276,0.1099,0.0137
