stock_code,abc_class,revenue_share,cum_share,abc_source
22680,B,0.000091,0.925374,training_window
22681,B,0.000080,0.936501,training_window
22682,B,0.000079,0.937928,training_window
22683,B,0.000081,0.935617,training_window
22684,B,0.000076,0.941947,training_window
22685,B,0.000077,0.939572,training_window
22686,B,0.000077,0.940036,training_window
22687,B,0.000184,0.842171,training_window
22688,B,0.000114,0.905115,training_window
22689,A,0.000269,0.779499,training_window
22690,A,0.000685,0.563609,training_window
22691,A,0.000260,0.786919,training_window
22692,A,0.000730,0.542392,training_window
22693,A,0.001080,0.426887,training_window
22694,A,0.000618,0.590693,training_window
22695,B,0.000099,0.919466,training_window
22696,B,0.000133,0.885975,training_window
22697,A,0.001322,0.368245,training_window
22698,A,0.000988,0.456879,training_window
22699,A,0.001544,0.319790,training_window
22700,B,0.000235,0.805248,training_window
22701,B,0.000069,0.949150,training_window
22702,B,0.000228,0.809880,training_window
22703,C,0.000040,0.978065,training_window
22704,B,0.000166,0.853707,training_window
22705,B,0.000080,0.936661,training_window
22706,B,0.000087,0.929671,training_window
22707,C,0.000044,0.973272,training_window
22708,B,0.000109,0.910688,training_window
22709,C,0.000056,0.960951,training_window
22710,B,0.000144,0.874012,training_window
22711,B,0.000120,0.899394,training_window
22712,B,0.000132,0.886771,training_window
22713,B,0.000148,0.870062,training_window
22714,B,0.000106,0.912728,training_window
22715,C,0.000061,0.956915,training_window
22716,B,0.000114,0.904431,training_window
22717,C,0.000055,0.962569,training_window
22718,C,0.000061,0.956732,training_window
22719,B,0.000150,0.867978,training_window
22720,A,0.001110,0.418103,training_window
22721,B,0.000204,0.825783,training_window
22722,A,0.000917,0.476865,training_window
22723,B,0.000203,0.826393,training_window
22725,A,0.000369,0.714371,training_window
22726,A,0.000953,0.467525,training_window
22727,A,0.001195,0.400896,training_window
22728,A,0.000781,0.516790,training_window
22729,A,0.000574,0.613311,training_window
22730,A,0.000499,0.648239,training_window
22731,B,0.000193,0.833136,training_window
22732,B,0.000227,0.810334,training_window
22733,B,0.000188,0.838090,training_window
22734,A,0.001273,0.379927,training_window
22735,B,0.000099,0.918773,training_window
22736,B,0.000194,0.832749,training_window
22737,A,0.000271,0.776804,training_window
22738,A,0.000357,0.719799,training_window
22739,A,0.000338,0.730533,training_window
22740,A,0.000716,0.548889,training_window
22741,A,0.000354,0.721575,training_window
22742,B,0.000122,0.897942,training_window
22743,A,0.000248,0.795323,training_window
22744,A,0.000243,0.799746,training_window
22745,A,0.000558,0.622944,training_window
22746,A,0.000390,0.704512,training_window
22747,A,0.000268,0.780036,training_window
22748,A,0.000580,0.609273,training_window
22749,A,0.000701,0.556678,training_window
22750,A,0.000523,0.636446,training_window
22751,A,0.000337,0.731208,training_window
22752,A,0.001600,0.310436,training_window
22753,B,0.000113,0.906249,training_window
22754,B,0.000177,0.846511,training_window
22755,B,0.000182,0.843637,training_window
22756,B,0.000076,0.941263,training_window
22757,B,0.000184,0.842723,training_window
22758,B,0.000147,0.871537,training_window
22759,A,0.000759,0.525987,training_window
22760,B,0.000219,0.814795,training_window
22761,C,0.000054,0.963063,training_window
22762,B,0.000148,0.870506,training_window
22763,A,0.000321,0.741727,training_window
22764,A,0.000260,0.786659,training_window
22765,A,0.000264,0.784824,training_window
22766,A,0.000559,0.622386,training_window
22767,A,0.000398,0.698206,training_window
22768,A,0.000447,0.671342,training_window
22769,A,0.000275,0.772708,training_window
22770,B,0.000082,0.934563,training_window
22771,A,0.000415,0.688010,training_window
22772,A,0.000265,0.783767,training_window
22773,B,0.000157,0.860491,training_window
22774,B,0.000174,0.848619,training_window
22775,B,0.000185,0.840881,training_window
22776,A,0.000878,0.486793,training_window
22777,B,0.000226,0.810786,training_window
22778,B,0.000190,0.835822,training_window
22779,A,0.000339,0.728842,training_window
22780,A,0.000338,0.729519,training_window
22781,A,0.000299,0.756891,training_window
22782,B,0.000197,0.830800,training_window
22783,B,0.000216,0.817183,training_window
22784,A,0.000300,0.755095,training_window
22785,B,0.000123,0.896105,training_window
22786,B,0.000097,0.920936,training_window
22788,A,0.000296,0.759861,training_window
22789,B,0.000138,0.881081,training_window
22790,A,0.000292,0.762209,training_window
22791,A,0.000391,0.703731,training_window
22792,B,0.000113,0.905910,training_window
22794,B,0.000161,0.857952,training_window
22795,A,0.000435,0.676633,training_window
22796,A,0.000394,0.701379,training_window
22797,B,0.000206,0.823937,training_window
22798,A,0.000279,0.770773,training_window
22799,B,0.000105,0.913571,training_window
22800,B,0.000226,0.811012,training_window
22801,B,0.000215,0.818474,training_window
22802,B,0.000098,0.920253,training_window
22803,B,0.000138,0.881495,training_window
22804,A,0.000788,0.516008,training_window
22805,B,0.000130,0.888740,training_window
22806,C,0.000054,0.963658,training_window
22807,B,0.000215,0.818260,training_window
22808,B,0.000088,0.929321,training_window
22809,A,0.000314,0.745854,training_window
22810,A,0.000325,0.738817,training_window
22811,C,0.000063,0.954423,training_window
22812,A,0.000582,0.608693,training_window
22813,A,0.000387,0.705673,training_window
22814,C,0.000046,0.972105,training_window
22815,C,0.000056,0.961345,training_window
22816,B,0.000119,0.900467,training_window
22817,C,0.000066,0.951384,training_window
22818,B,0.000102,0.915749,training_window
22819,C,0.000059,0.959057,training_window
22820,C,0.000044,0.973977,training_window
22821,C,0.000043,0.975143,training_window
22822,B,0.000212,0.820392,training_window
22823,B,0.000181,0.844725,training_window
22824,B,0.000106,0.912411,training_window
22825,C,0.000042,0.976070,training_window
22826,B,0.000158,0.859544,training_window
22827,A,0.000398,0.698603,training_window
22828,B,0.000159,0.859386,training_window
22829,B,0.000135,0.884905,training_window
22830,A,0.000283,0.768811,training_window
22831,B,0.000086,0.930363,training_window
22832,B,0.000111,0.908490,training_window
22833,A,0.000313,0.746480,training_window
22834,A,0.000739,0.537987,training_window
22835,A,0.001073,0.430112,training_window
22837,A,0.001232,0.391224,training_window
22838,A,0.000705,0.554572,training_window
22839,A,0.000421,0.682160,training_window
22840,A,0.000523,0.637492,training_window
22841,A,0.000314,0.745540,training_window
22842,A,0.000286,0.766531,training_window
22843,B,0.000205,0.824760,training_window
22844,A,0.000466,0.662655,training_window
22845,A,0.000307,0.752367,training_window
22846,A,0.000570,0.616740,training_window
22847,A,0.000644,0.576180,training_window
22848,A,0.000318,0.743963,training_window
22849,A,0.000418,0.685096,training_window
22850,C,0.000009,0.997109,training_window
22851,B,0.000238,0.803120,training_window
22852,B,0.000115,0.903973,training_window
22853,B,0.000105,0.913676,training_window
22854,A,0.000344,0.726112,training_window
22855,A,0.000425,0.679203,training_window
22856,B,0.000075,0.942924,training_window
22857,B,0.000077,0.939650,training_window
22858,B,0.000141,0.878428,training_window
22859,B,0.000138,0.882184,training_window
22860,B,0.000079,0.938322,training_window
22861,C,0.000039,0.978342,training_window
22862,A,0.000254,0.792060,training_window
22863,B,0.000188,0.838278,training_window
22864,C,0.000012,0.995799,training_window
22865,A,0.001195,0.399700,training_window
22866,A,0.001202,0.397307,training_window
22867,A,0.001181,0.403259,training_window
22868,C,0.000016,0.993513,training_window
22869,C,0.000023,0.989053,training_window
22870,C,0.000021,0.990612,training_window
22871,C,0.000018,0.992460,training_window
22872,C,0.000020,0.991492,training_window
22873,C,0.000017,0.992903,training_window
22874,C,0.000016,0.993724,training_window
22875,C,0.000018,0.992496,training_window
22876,C,0.000015,0.994226,training_window
22877,C,0.000018,0.992406,training_window
22878,C,0.000019,0.992017,training_window
22879,C,0.000008,0.997803,training_window
22880,C,0.000010,0.996494,training_window
22881,C,0.000009,0.997173,training_window
22882,C,0.000013,0.995329,training_window
22883,C,0.000011,0.996170,training_window
22884,C,0.000012,0.995964,training_window
22885,C,0.000011,0.996357,training_window
22886,C,0.000009,0.997164,training_window
22887,C,0.000009,0.997335,training_window
22888,C,0.000005,0.998665,training_window
22889,C,0.000019,0.991921,training_window
22890,A,0.000469,0.660318,training_window
22891,B,0.000165,0.854370,training_window
22892,B,0.000224,0.811912,training_window
22893,C,0.000067,0.950717,training_window
22894,A,0.000295,0.760156,training_window
22895,A,0.000441,0.674447,training_window
22896,A,0.000286,0.766246,training_window
22897,B,0.000135,0.884366,training_window
22898,A,0.000257,0.789764,training_window
22899,A,0.000247,0.796313,training_window
22900,A,0.000963,0.464654,training_window
22902,B,0.000162,0.856985,training_window
22903,B,0.000129,0.889777,training_window
22904,A,0.000569,0.617309,training_window
22905,B,0.000141,0.878146,training_window
22906,A,0.000349,0.724036,training_window
22907,A,0.000321,0.742047,training_window
22908,B,0.000228,0.809195,training_window
22909,A,0.000609,0.596212,training_window
22910,A,0.002346,0.207616,training_window
22911,B,0.000131,0.887693,training_window
22912,B,0.000079,0.938086,training_window
22913,B,0.000126,0.894493,training_window
22914,B,0.000152,0.864815,training_window
22915,C,0.000063,0.955620,training_window
22916,C,0.000062,0.955869,training_window
22917,C,0.000064,0.953596,training_window
22918,C,0.000061,0.957157,training_window
22919,C,0.000065,0.952889,training_window
22920,C,0.000062,0.955745,training_window
22921,C,0.000056,0.962070,training_window
22922,B,0.000083,0.933494,training_window
22923,C,0.000053,0.964192,training_window
22924,C,0.000054,0.963711,training_window
22925,B,0.000151,0.866027,training_window
22926,A,0.000312,0.747729,training_window
22927,B,0.000150,0.867529,training_window
22928,C,0.000063,0.954676,training_window
22929,C,0.000053,0.964086,training_window
22930,B,0.000146,0.872707,training_window
22931,B,0.000123,0.896719,training_window
22932,B,0.000132,0.887430,training_window
22933,B,0.000192,0.834293,training_window
22934,B,0.000125,0.894743,training_window
22935,B,0.000132,0.886903,training_window
22936,C,0.000049,0.968173,training_window
22937,B,0.000143,0.876161,training_window
22938,A,0.000364,0.716196,training_window
22939,B,0.000164,0.854864,training_window
22940,A,0.000644,0.576824,training_window
22941,A,0.000713,0.551030,training_window
22942,A,0.000419,0.683840,training_window
22943,A,0.000517,0.640606,training_window
22944,B,0.000140,0.879552,training_window
22945,A,0.000378,0.710652,training_window
22946,A,0.000664,0.568310,training_window
22947,A,0.000347,0.724383,training_window
22948,B,0.000101,0.917573,training_window
22949,B,0.000178,0.846334,training_window
22950,A,0.000325,0.739142,training_window
22951,A,0.000273,0.775720,training_window
22952,A,0.000801,0.512819,training_window
22953,C,0.000052,0.965034,training_window
22954,C,0.000012,0.995917,training_window
22955,B,0.000124,0.894992,training_window
22956,B,0.000236,0.804542,training_window
22957,A,0.000375,0.711402,training_window
22959,B,0.000149,0.869469,training_window
22960,A,0.001371,0.356130,training_window
22961,A,0.000914,0.479609,training_window
22962,B,0.000191,0.834868,training_window
22963,B,0.000159,0.858750,training_window
22964,A,0.000246,0.797300,training_window
22965,B,0.000169,0.851700,training_window
22966,A,0.000385,0.707215,training_window
22967,A,0.000243,0.799503,training_window
22968,A,0.000766,0.521415,training_window
22969,A,0.000938,0.472245,training_window
22970,A,0.000459,0.666811,training_window
22971,A,0.000258,0.788991,training_window
22972,B,0.000147,0.872124,training_window
22973,B,0.000102,0.916157,training_window
22974,B,0.000142,0.876873,training_window
22975,B,0.000081,0.935294,training_window
22976,B,0.000077,0.939804,training_window
22977,B,0.000077,0.939958,training_window
22978,B,0.000201,0.828010,training_window
22979,B,0.000175,0.847745,training_window
22980,B,0.000176,0.847218,training_window
22981,C,0.000031,0.983622,training_window
22982,C,0.000063,0.954612,training_window
22983,B,0.000124,0.895240,training_window
22984,C,0.000058,0.959407,training_window
22985,B,0.000100,0.918375,training_window
22986,B,0.000108,0.911446,training_window
22987,C,0.000006,0.998627,training_window
22988,A,0.000334,0.732547,training_window
22989,A,0.000323,0.741085,training_window
22990,B,0.000121,0.898792,training_window
22991,B,0.000152,0.864511,training_window
22992,B,0.000198,0.830406,training_window
22993,A,0.000463,0.664046,training_window
22994,C,0.000029,0.985326,training_window
22995,C,0.000033,0.982886,training_window
22996,C,0.000066,0.951318,training_window
22997,C,0.000028,0.986188,training_window
22998,B,0.000133,0.886108,training_window
22999,C,0.000044,0.974152,training_window
23000,C,0.000037,0.980393,training_window
23002,C,0.000020,0.991352,training_window
23003,C,0.000015,0.994149,training_window
23004,C,0.000019,0.991709,training_window
23005,C,0.000002,0.999754,training_window
23006,C,0.000028,0.986132,training_window
23007,A,0.000279,0.771052,training_window
23008,A,0.000271,0.776533,training_window
23009,B,0.000096,0.922379,training_window
23010,B,0.000214,0.819330,training_window
23012,C,0.000000,0.000000,default_no_train_history
23013,C,0.000000,0.000000,default_no_train_history
23014,C,0.000000,0.000000,default_no_train_history
23015,C,0.000000,0.000000,default_no_train_history
23016,C,0.000000,0.000000,default_no_train_history
23017,C,0.000000,0.000000,default_no_train_history
23018,C,0.000000,0.000000,default_no_train_history
23019,C,0.000000,0.000000,default_no_train_history
23020,C,0.000000,0.000000,default_no_train_history
23021,C,0.000000,0.000000,default_no_train_history
23022,C,0.000000,0.000000,default_no_train_history
